12432_20000416.txt	2000-04-16
12469_20001216.txt	2000-12-16
125_19990501.txt	1999-05-01
125_19990701.txt	1999-07-01
125_19990702.txt	1999-07-02
125_20020202.txt	2002-02-02
125_20020301.txt	2002-03-01
12547_20000119.txt	2000-01-19
12584_20001016.txt	2000-10-16
126_20000401.txt	2000-04-01
126_20010301.txt	2001-03-01
126_20020502.txt	2002-05-02
12633_20000315.txt	2000-03-15
1267_20000103.txt	2000-01-03
127_19990602.txt	1999-06-02
127_20010401.txt	2001-04-01
12746_20000615.txt	2000-06-15
128_20001001.txt	2000-10-01
128_20010202.txt	2001-02-02
12803_20000416.txt	2000-04-16
12812_20001116.txt	2000-11-16
12863_20001116.txt	2000-11-16
12873_20000819.txt	2000-08-19
129_20000702.txt	2000-07-02
129_20010502.txt	2001-05-02
129_20010702.txt	2001-07-02
129_20020502.txt	2002-05-02
12967_20000417.txt	2000-04-17
130_19990502.txt	1999-05-02
130_19990701.txt	1999-07-01
130_19991001.txt	1999-10-01
130_20010201.txt	2001-02-01
13026_20001117.txt	2000-11-17
131_20000602.txt	2000-06-02
131_20010501.txt	2001-05-01
131_20010502.txt	2001-05-02
13108_20000120.txt	2000-01-20
13146_20000216.txt	2000-02-16
13150_20000316.txt	2000-03-16
13169_20001017.txt	2000-10-17
